82,0.7773
82.03733,0.7383
82.074,0.74135
82.11133,0.7875
82.14867,0.79545
82.18533,0.77025
82.22267,0.7293
82.26,0.725
82.29667,0.66075
82.334,0.72685
82.37133,0.70365
82.408,0.63975
82.44533,0.68715
82.48267,0.6824
82.51933,0.60115
82.55667,0.5984
82.594,0.5769
82.63067,0.5076
82.668,0.3003
82.70533,0.08225
82.742,-0.2874
82.77933,-0.73025
82.816,-1.2212
82.85333,-1.9763
82.89067,-2.9284
82.92733,-4.09075
82.96467,-5.79185
83.002,-7.698
83.03867,-10.08125
83.076,-13.02195
83.11333,-16.60055
83.15,-20.9011
83.18733,-26.46775
83.22467,-33.13626
83.26133,-41.55721
83.29867,-51.36382
83.336,-62.4485
83.37267,-72.5822
83.41,-80.41515
83.44733,-81.77155
83.484,-72.66708
83.52133,-48.3733
83.55867,-8.06155
83.59533,44.22595
83.63267,99.26865
83.67,145.1506
83.70667,172.4024
83.744,177.6526
83.78133,163.488
83.818,137.2568
83.85533,103.9314
83.89267,72.0395
83.92933,44.656
83.96667,22.6627
84.004,6.50025
84.04067,-4.4734
84.078,-11.996
84.11533,-16.92755
84.152,-19.9601
84.18933,-22.1256
84.22667,-23.89595
84.26333,-25.57855
84.30067,-26.9343
84.33733,-27.89408
84.37467,-28.03289
84.412,-27.21533
84.44867,-25.24025
84.486,-22.5513
84.52333,-19.1698
84.56,-16.18655
84.59733,-13.75725
84.63467,-12.16995
84.67133,-11.55695
84.70867,-11.3603
84.746,-11.33845
84.78267,-10.96045
84.82,-10.16305
84.85733,-9.41415
84.894,-9.01645
84.93133,-9.03875
84.96867,-9.02695
85.00533,-8.4274
85.04267,-7.12795
85.08,-5.0689
85.11667,-2.7126
85.154,-0.60525
85.19133,0.80215
85.228,1.41085
85.26533,1.24965
85.30267,0.21215
85.33933,-1.0954
85.37667,-2.61285
85.414,-4.1011
85.45067,-5.23105
85.488,-6.00505
85.52533,-6.4359
85.562,-6.1814
85.59933,-4.86215
85.63667,-2.5693
85.67333,0.371
85.71067,3.33155
85.748,5.526
85.78467,6.2737
85.822,5.8988
85.85867,4.5276
85.896,2.89585
85.93333,1.49125
85.97,0.3918
86.00733,0.0221
86.04467,-0.03135
86.08133,0.31575
86.11867,0.98145
86.156,1.57165
86.19267,1.84385
86.23,1.6022
86.26733,1.12285
86.304,0.58235
86.34133,0.46675
86.37867,0.8612
86.41533,1.36055
86.45267,1.9069
86.49,2.0809
86.52667,1.81055
86.564,1.1661
86.60133,0.2601
86.638,-0.61185
86.67533,-1.22295
86.71267,-1.12785
86.74933,-0.3961
86.78667,1.12905
86.824,2.80515
86.86067,4.2001
86.898,4.7353
86.93533,4.36785
86.972,3.5283
87.00933,2.81835
87.04667,2.404
87.08333,2.26395
87.12067,2.0234
87.158,1.14455
87.19467,-0.13075
87.232,-1.56725
87.26933,-2.91945
87.306,-3.7083
87.34333,-4.0114
87.38067,-3.6465
87.41733,-2.5941
87.45467,-0.93725
87.49133,1.1651
87.52867,3.466
87.566,5.01245
87.60267,5.8573
87.64,5.74445
87.67733,4.82495
87.714,3.34055
87.75133,1.8551
87.78867,0.2544
87.82533,-1.0798
87.86267,-1.89645
87.9,-2.27615
87.93667,-1.9625
87.974,-1.23155
88.01133,-0.30705
88.048,0.6323
88.08533,1.33715
88.12267,1.88075
88.15933,2.04965
88.19667,2.02415
88.234,1.7424
88.27067,1.3256
88.308,0.82085
88.34533,0.51085
88.382,0.5713
88.41933,1.0324
88.45667,1.75905
88.49333,2.0946
88.53067,2.0644
88.568,1.383
88.60467,0.39245
88.642,-0.54065
88.67933,-0.74955
88.716,-0.0609
